Customer_ID,Age,Gender,Annual_Income,Employment_Status,Credit_Score,Total_Debt,Debt_to_Income_Ratio,Credit_Card_Limit,Credit_Utilization_Rate,Late_Payments_30_Days,Late_Payments_90_Days,Default_Status,Loan_Purpose
CUST-1500,26,Female,40729.94,Student,709,10500.18,0.2578,10662.23,0.3959,0,0,0,Small Business
CUST-1501,47,Male,40319.44,Unemployed,453,10624.17,0.2635,6178.81,0.5608,4,0,1,Small Business
CUST-1502,45,Male,91567.72,Employed,539,27296.34,0.2981,6534.7,0.6163,6,2,1,Home Improvement
CUST-1503,40,Female,26300.79,Student,636,2172.45,0.0826,5807.31,0.3556,1,0,0,Auto
CUST-1504,28,Female,157294.91,Employed,663,50601.77,0.3217,29243.53,0.541,0,0,0,Home Improvement
CUST-1505,44,Female,45224.08,Employed,571,14394.82,0.3183,6832.23,0.4503,3,2,1,Home Improvement
CUST-1506,34,Male,41907.98,Employed,590,8272.64,0.1974,4888.72,0.3458,0,0,0,Home Improvement
CUST-1507,29,Male,132730.94,Self-Employed,644,47504.4,0.3579,15723.28,0.4094,2,0,0,Auto
CUST-1508,51,Female,75440.85,Employed,674,15842.58,0.21,13699.09,0.4134,0,0,0,Small Business
CUST-1509,34,Female,34282.71,Employed,566,8440.4,0.2462,4362.65,0.513,6,1,1,Personal
CUST-1510,32,Male,26910.37,Employed,467,13471.33,0.5006,3090.76,0.8051,4,0,0,Small Business
CUST-1511,55,Male,99156.56,Employed,637,37758.82,0.3808,14360.53,0.4881,0,0,0,Auto
CUST-1512,42,Male,53717.96,Self-Employed,710,15583.58,0.2901,11562.1,0.5306,0,0,0,Auto
CUST-1513,32,Female,40947.75,Student,610,10183.71,0.2487,8983.01,0.6369,0,0,0,Auto
CUST-1514,45,Male,68399.29,Employed,710,23556.72,0.3444,10219.17,0.3489,0,0,0,Home Improvement
CUST-1515,56,Male,49256.45,Employed,586,9511.42,0.1931,4871.94,0.4404,4,2,1,Small Business
CUST-1516,44,Male,51398.46,Employed,627,22486.83,0.4375,8572.71,0.6937,0,0,0,Debt Consolidation
CUST-1517,21,Female,29077.84,Employed,533,11087.38,0.3813,4837.09,0.5535,6,0,1,Home Improvement
CUST-1518,28,Male,41579.63,Unemployed,520,24702.46,0.5941,5684.02,0.6221,1,0,0,Personal
CUST-1519,37,Female,26630.56,Employed,633,8023.79,0.3013,4214.2,0.3223,2,0,0,Debt Consolidation
CUST-1520,50,Male,29926.93,Unemployed,536,16145.58,0.5395,4012.52,0.6031,6,2,1,Debt Consolidation
CUST-1521,45,Female,60566.91,Employed,715,7213.52,0.1191,15120.36,0.2316,0,0,0,Home Improvement
CUST-1522,21,Male,117077.41,Employed,600,57590.38,0.4919,17421.82,0.6204,1,0,0,Small Business
CUST-1523,34,Male,99215.52,Employed,485,21609.14,0.2178,11484.69,0.6267,0,0,0,Debt Consolidation
CUST-1524,35,Male,36835.93,Self-Employed,616,7632.4,0.2072,6246.77,0.4868,1,0,0,Debt Consolidation
CUST-1525,24,Female,50104.12,Employed,617,13132.29,0.2621,9785.61,0.6508,2,2,1,Small Business
CUST-1526,38,Female,42788.98,Employed,647,7924.52,0.1852,6548.75,0.6102,0,0,0,Home Improvement
CUST-1527,21,Male,42629.41,Self-Employed,544,25104.46,0.5889,5440.76,0.5195,2,1,0,Debt Consolidation
CUST-1528,45,Male,119375.16,Self-Employed,498,56428.64,0.4727,10720.67,0.7931,6,0,0,Personal
CUST-1529,49,Male,89844.2,Employed,565,32873.99,0.3659,12066.81,0.5745,1,0,0,Personal
CUST-1530,31,Female,74541.86,Self-Employed,632,24516.82,0.3289,7636.85,0.4459,0,0,0,Small Business
CUST-1531,24,Male,53053.26,Employed,626,19109.78,0.3602,7868.95,0.4678,0,0,0,Auto
CUST-1532,39,Male,58433.08,Employed,612,20959.95,0.3587,9013.37,0.4058,1,0,0,Small Business
CUST-1533,34,Male,45772.45,Self-Employed,657,9470.32,0.2069,9164.87,0.6912,1,0,0,Small Business
CUST-1534,49,Female,39235.32,Employed,547,11017.28,0.2808,5229.53,0.3229,6,2,1,Home Improvement
CUST-1535,40,Male,46623.94,Employed,641,9446.01,0.2026,10164.09,0.4602,0,0,0,Auto
CUST-1536,21,Female,63524.14,Employed,608,20346.78,0.3203,8560.02,0.52,0,0,0,Auto
CUST-1537,21,Female,33849.88,Employed,612,7761.78,0.2293,7493.24,0.5071,0,0,0,Debt Consolidation
CUST-1538,44,Male,59429.4,Employed,661,11475.82,0.1931,7579.15,0.3681,0,0,0,Auto
CUST-1539,29,Male,32601.3,Employed,469,8238.35,0.2527,5783.62,0.7795,1,1,0,Personal
CUST-1540,38,Female,34249.28,Employed,589,10654.95,0.3111,8263.93,0.7015,3,3,1,Home Improvement
CUST-1541,49,Male,55718.55,Employed,461,24605.31,0.4416,4311.24,0.6259,1,0,0,Small Business
CUST-1542,29,Female,50706.46,Employed,571,10734.56,0.2117,5950.81,0.4608,4,2,1,Auto
CUST-1543,48,Male,94619.05,Employed,601,28366.79,0.2998,17080.53,0.5624,0,0,0,Personal
CUST-1544,21,Male,45905.14,Self-Employed,601,16475.35,0.3589,8197.09,0.5377,1,1,0,Home Improvement
CUST-1545,46,Female,138039.79,Employed,745,22997.43,0.1666,23381.66,0.4635,0,0,0,Auto
CUST-1546,55,Male,40434.31,Employed,629,4864.25,0.1203,7979.34,0.4249,1,0,0,Small Business
CUST-1547,38,Male,131863.87,Self-Employed,640,24170.65,0.1833,25151.66,0.4564,0,0,0,Small Business
CUST-1548,43,Male,69541.69,Employed,624,13748.39,0.1977,6648.62,0.5107,0,0,0,Auto
CUST-1549,45,Male,81432.23,Employed,711,31041.97,0.3812,16801.68,0.5826,0,0,0,Debt Consolidation
CUST-1550,33,Female,52187.99,Employed,644,13245.31,0.2538,9990.28,0.6562,0,0,0,Auto
CUST-1551,36,Female,35984.69,Employed,636,4958.69,0.1378,8092.01,0.3598,0,0,0,Debt Consolidation
CUST-1552,31,Male,81899.83,Self-Employed,569,33488.84,0.4089,11051.34,0.4984,1,1,0,Home Improvement
CUST-1553,51,Female,31783.06,Unemployed,440,9341.04,0.2939,3473.91,0.6341,0,0,0,Personal
CUST-1554,54,Female,46619.58,Employed,589,12736.47,0.2732,4825.8,0.3754,0,0,0,Debt Consolidation
CUST-1555,50,Male,53504.4,Self-Employed,649,17297.97,0.3233,11131.15,0.5827,0,0,0,Debt Consolidation
CUST-1556,55,Male,51405.7,Employed,608,14295.93,0.2781,6826.38,0.5828,4,1,0,Auto
CUST-1557,41,Female,66840.25,Employed,767,10507.29,0.1572,19058.48,0.1592,0,0,0,Home Improvement
CUST-1558,26,Male,122593.79,Employed,535,42086.45,0.3433,11978.45,0.6685,1,0,0,Personal
CUST-1559,43,Female,38073.56,Student,672,9251.88,0.243,6652.21,0.6144,0,0,0,Personal
CUST-1560,26,Male,37809.62,Student,691,6272.62,0.1659,8977.57,0.4232,0,0,0,Small Business
CUST-1561,23,Female,56921.07,Employed,643,14884.86,0.2615,12272.43,0.5418,0,0,0,Home Improvement
CUST-1562,43,Male,42941.07,Employed,537,13947.26,0.3248,6923.02,0.5714,3,2,0,Auto
CUST-1563,37,Male,41242.61,Employed,718,5650.24,0.137,6200.74,0.2241,0,0,0,Auto
CUST-1564,22,Female,49785.0,Self-Employed,663,15079.88,0.3029,8228.81,0.4866,0,0,0,Home Improvement
CUST-1565,32,Male,56338.53,Employed,506,16202.96,0.2876,4171.81,0.6485,5,0,1,Auto
CUST-1566,25,Male,59068.88,Employed,730,19616.78,0.3321,15085.44,0.5221,0,0,0,Home Improvement
CUST-1567,57,Female,59838.65,Self-Employed,597,6624.14,0.1107,10408.85,0.4724,0,0,0,Auto
CUST-1568,47,Female,64911.48,Self-Employed,603,17701.36,0.2727,11123.71,0.503,1,0,0,Debt Consolidation
CUST-1569,47,Male,43597.72,Employed,596,7838.87,0.1798,7817.9,0.5788,0,0,0,Small Business
CUST-1570,29,Female,41545.63,Student,654,8126.33,0.1956,6165.77,0.5424,0,0,0,Debt Consolidation
CUST-1571,50,Male,59616.21,Employed,450,9938.02,0.1667,5702.76,0.8063,4,1,1,Personal
CUST-1572,33,Male,80203.7,Employed,710,26074.22,0.3251,9709.68,0.4749,0,0,1,Small Business
CUST-1573,34,Female,84825.07,Employed,587,13487.19,0.159,14911.98,0.4319,0,0,0,Auto
CUST-1574,48,Female,33981.49,Unemployed,645,12868.79,0.3787,8108.27,0.4364,0,0,0,Home Improvement
CUST-1575,37,Female,68832.27,Employed,631,7709.21,0.112,13726.71,0.2704,0,0,0,Auto
CUST-1576,31,Female,76578.22,Employed,745,13523.71,0.1766,14558.02,0.3243,0,0,0,Home Improvement
CUST-1577,44,Male,54555.49,Employed,639,22280.46,0.4084,11271.08,0.5657,0,0,0,Debt Consolidation
CUST-1578,25,Female,39360.67,Employed,661,11729.48,0.298,5436.0,0.3935,0,0,0,Home Improvement
CUST-1579,46,Male,125156.74,Employed,649,27071.4,0.2163,23991.62,0.4273,1,0,0,Personal
CUST-1580,30,Female,84335.55,Employed,665,15222.57,0.1805,13335.35,0.3773,0,0,0,Personal
CUST-1581,28,Male,67717.93,Employed,525,9284.13,0.1371,5386.81,0.5033,4,2,1,Small Business
CUST-1582,36,Female,64363.18,Employed,597,13625.69,0.2117,8427.52,0.4809,0,0,0,Auto
CUST-1583,50,Female,61281.57,Employed,611,13151.02,0.2146,7138.82,0.4722,0,0,0,Personal
CUST-1584,46,Male,62298.24,Self-Employed,684,16521.49,0.2652,7882.61,0.4198,0,0,0,Auto
CUST-1585,44,Male,49060.73,Employed,774,2453.04,0.05,12682.76,0.2497,0,0,0,Auto
CUST-1586,31,Male,38363.8,Self-Employed,782,15748.34,0.4105,8577.48,0.5465,1,0,0,Personal
CUST-1587,21,Female,50409.59,Employed,474,13776.94,0.2733,6358.62,0.8276,4,3,1,Debt Consolidation
CUST-1588,58,Male,44981.28,Employed,651,14731.37,0.3275,9964.57,0.4903,2,0,0,Personal
CUST-1589,44,Female,216765.13,Employed,661,98671.49,0.4552,34809.47,0.5729,0,0,0,Personal
CUST-1590,56,Male,88859.98,Self-Employed,768,17940.83,0.2019,12578.45,0.2051,0,0,0,Debt Consolidation
CUST-1591,32,Female,53066.07,Employed,677,19958.15,0.3761,13239.5,0.3955,0,0,1,Small Business
CUST-1592,37,Male,43861.48,Unemployed,735,15605.91,0.3558,9733.26,0.384,0,0,0,Auto
CUST-1593,54,Male,29490.96,Unemployed,546,13725.09,0.4654,3825.43,0.6415,1,0,0,Small Business
CUST-1594,42,Female,74843.14,Employed,701,14467.18,0.1933,13405.9,0.3561,0,0,0,Personal
CUST-1595,39,Female,102849.02,Employed,694,12239.03,0.119,12092.64,0.2843,0,0,0,Small Business
CUST-1596,32,Male,90028.24,Employed,610,34507.82,0.3833,14013.39,0.4403,0,0,0,Debt Consolidation
CUST-1597,36,Female,57718.9,Self-Employed,780,18660.52,0.3233,11469.14,0.1826,0,0,0,Home Improvement
CUST-1598,49,Male,97325.33,Employed,576,14968.64,0.1538,14371.06,0.6974,1,1,0,Debt Consolidation
CUST-1599,50,Male,25634.2,Self-Employed,622,11125.24,0.434,5861.47,0.5504,1,0,0,Small Business
CUST-1600,57,Female,42660.03,Employed,782,8476.55,0.1987,7975.29,0.2546,0,0,0,Home Improvement
CUST-1601,35,Male,51891.61,Self-Employed,686,11431.72,0.2203,6746.52,0.5587,0,0,0,Small Business
CUST-1602,29,Female,46174.43,Self-Employed,490,14050.88,0.3043,4561.1,0.5943,6,0,1,Small Business
CUST-1603,46,Male,66741.39,Self-Employed,660,28318.37,0.4243,13739.86,0.5365,0,0,0,Debt Consolidation
CUST-1604,29,Male,48046.89,Employed,619,6212.46,0.1293,9694.91,0.4998,0,0,0,Home Improvement
CUST-1605,48,Female,143021.98,Employed,701,23398.4,0.1636,15884.9,0.3752,0,0,0,Home Improvement
CUST-1606,43,Female,51708.3,Employed,680,7327.07,0.1417,7784.12,0.4184,0,0,0,Auto
CUST-1607,41,Male,54337.06,Employed,650,10030.62,0.1846,8054.8,0.2128,1,0,0,Auto
CUST-1608,22,Female,67569.36,Employed,573,30352.16,0.4492,12009.57,0.6542,0,0,0,Small Business
CUST-1609,49,Female,78745.27,Employed,682,25151.24,0.3194,17461.23,0.362,0,0,0,Personal
CUST-1610,47,Male,33568.19,Employed,645,4535.06,0.1351,6487.33,0.2896,0,0,0,Small Business
CUST-1611,32,Female,86718.48,Self-Employed,729,38442.3,0.4433,11480.84,0.4415,0,0,0,Debt Consolidation
CUST-1612,30,Male,49307.36,Self-Employed,707,10117.87,0.2052,8987.56,0.4255,1,0,0,Personal
CUST-1613,36,Female,78195.11,Self-Employed,614,25124.09,0.3213,8598.43,0.584,0,0,0,Personal
CUST-1614,45,Male,59654.68,Employed,504,20741.93,0.3477,6387.43,0.5773,0,0,0,Auto
CUST-1615,47,Female,62367.54,Employed,775,8151.44,0.1307,14423.28,0.1248,0,0,0,Personal
CUST-1616,21,Female,35351.59,Employed,644,10167.12,0.2876,7557.59,0.3102,0,0,0,Personal
CUST-1617,21,Male,98204.12,Employed,556,32191.31,0.3278,10340.81,0.7394,6,0,1,Personal
CUST-1618,56,Male,31857.27,Student,652,3956.67,0.1242,4708.92,0.4639,6,0,0,Personal
CUST-1619,21,Female,41647.87,Self-Employed,596,6738.63,0.1618,4686.38,0.6465,0,0,0,Personal
CUST-1620,21,Male,81851.57,Employed,623,16648.61,0.2034,14889.77,0.5336,0,0,0,Small Business
CUST-1621,40,Male,37574.28,Self-Employed,616,12098.92,0.322,6765.34,0.5237,0,0,0,Debt Consolidation
CUST-1622,24,Male,88608.97,Employed,684,24978.87,0.2819,14020.66,0.2988,0,0,0,Auto
CUST-1623,41,Female,60539.41,Employed,647,16424.34,0.2713,9730.19,0.4945,0,0,0,Auto
CUST-1624,26,Female,70907.75,Employed,535,8452.2,0.1192,8132.28,0.5536,0,0,0,Home Improvement
CUST-1625,29,Male,62288.68,Self-Employed,552,25787.51,0.414,8095.35,0.5712,0,0,0,Home Improvement
CUST-1626,50,Female,43325.93,Unemployed,695,10671.18,0.2463,6773.08,0.2594,0,0,0,Auto
CUST-1627,27,Male,30542.22,Student,731,4251.48,0.1392,7010.01,0.3645,0,0,0,Personal
CUST-1628,38,Male,25000.0,Employed,625,10382.5,0.4153,4641.51,0.4254,2,0,0,Small Business
CUST-1629,41,Female,63705.81,Employed,652,19990.88,0.3138,10343.97,0.5241,3,0,0,Personal
CUST-1630,34,Male,35645.98,Unemployed,602,11014.61,0.309,6767.3,0.5335,0,0,0,Debt Consolidation
CUST-1631,37,Male,31415.72,Student,659,8356.58,0.266,7352.29,0.525,1,0,0,Debt Consolidation
CUST-1632,44,Male,115763.31,Employed,700,5788.17,0.05,12700.97,0.3021,0,0,0,Auto
CUST-1633,41,Female,42858.04,Self-Employed,682,13221.71,0.3085,6175.94,0.4907,0,0,0,Debt Consolidation
CUST-1634,35,Female,69509.9,Self-Employed,624,21381.25,0.3076,13130.72,0.5133,0,0,0,Auto
CUST-1635,27,Female,123336.46,Self-Employed,834,6166.82,0.05,30332.82,0.046,0,0,0,Debt Consolidation
CUST-1636,25,Male,34642.61,Unemployed,438,11778.49,0.34,4017.36,0.8111,1,0,1,Debt Consolidation
CUST-1637,22,Male,32284.46,Student,524,9811.25,0.3039,4082.26,0.638,2,0,0,Home Improvement
CUST-1638,21,Female,32141.55,Employed,673,9722.82,0.3025,6863.37,0.4774,0,0,0,Debt Consolidation
CUST-1639,28,Female,62810.68,Employed,735,20934.8,0.3333,10058.43,0.3177,0,0,0,Personal
CUST-1640,44,Male,110499.0,Employed,702,27889.95,0.2524,19307.29,0.4185,0,0,0,Home Improvement
CUST-1641,43,Male,34341.48,Unemployed,587,13794.97,0.4017,5868.67,0.5238,0,0,0,Home Improvement
CUST-1642,51,Female,92398.25,Employed,627,16280.57,0.1762,12464.78,0.5337,0,0,0,Home Improvement
CUST-1643,39,Male,55904.61,Employed,646,2795.23,0.05,9129.3,0.385,0,0,0,Small Business
CUST-1644,31,Female,76445.03,Employed,662,14149.98,0.1851,8177.35,0.4349,0,0,0,Personal
CUST-1645,60,Female,37362.9,Employed,579,12531.52,0.3354,6944.55,0.788,6,3,1,Personal
CUST-1646,21,Female,35890.41,Employed,623,7206.79,0.2008,8007.2,0.3241,0,0,0,Home Improvement
CUST-1647,47,Female,49694.42,Employed,597,6668.99,0.1342,6319.67,0.4392,0,0,0,Home Improvement
CUST-1648,31,Female,58550.76,Self-Employed,562,16511.31,0.282,6478.07,0.2929,0,0,0,Home Improvement
CUST-1649,38,Female,102854.58,Self-Employed,731,20066.93,0.1951,22067.99,0.5387,0,0,0,Auto
CUST-1650,29,Male,92904.75,Employed,616,14576.76,0.1569,14874.38,0.7353,3,2,1,Small Business
CUST-1651,27,Male,101588.73,Employed,615,26595.93,0.2618,13794.42,0.545,0,0,0,Home Improvement
CUST-1652,55,Female,25000.0,Employed,688,8520.0,0.3408,3580.87,0.5382,0,0,0,Debt Consolidation
CUST-1653,29,Female,46686.43,Employed,694,10868.6,0.2328,12113.24,0.4148,0,0,0,Debt Consolidation
CUST-1654,36,Female,29519.21,Student,504,9617.36,0.3258,4432.14,0.5859,1,0,0,Small Business
CUST-1655,30,Male,109333.43,Employed,554,53715.51,0.4913,11949.16,0.6318,0,0,0,Debt Consolidation
CUST-1656,44,Female,46486.45,Employed,559,18087.88,0.3891,7272.23,0.5351,0,0,1,Personal
CUST-1657,42,Male,127630.51,Employed,637,28206.34,0.221,17793.91,0.3943,0,0,0,Personal
CUST-1658,60,Female,43104.06,Unemployed,485,16422.65,0.381,3660.73,0.5773,3,0,1,Auto
CUST-1659,34,Female,66362.93,Self-Employed,727,18229.9,0.2747,17185.76,0.2647,0,0,0,Debt Consolidation
CUST-1660,40,Female,192618.05,Employed,837,75467.75,0.3918,32291.64,0.3601,0,0,0,Auto
CUST-1661,53,Female,52444.01,Self-Employed,574,13834.73,0.2638,8589.76,0.5569,0,0,0,Debt Consolidation
CUST-1662,52,Male,39859.36,Unemployed,542,8788.99,0.2205,7751.68,0.4857,1,1,0,Auto
CUST-1663,41,Female,49244.2,Employed,616,11040.55,0.2242,8768.95,0.5716,0,0,0,Home Improvement
CUST-1664,47,Male,43678.5,Unemployed,551,20266.82,0.464,5806.24,0.7273,6,3,1,Personal
CUST-1665,27,Female,61116.28,Employed,635,3630.31,0.0594,10946.5,0.3597,0,0,0,Personal
CUST-1666,49,Female,49122.76,Employed,594,10045.6,0.2045,5976.52,0.7486,3,0,0,Home Improvement
CUST-1667,58,Male,82354.66,Employed,636,13992.06,0.1699,16000.01,0.4558,0,0,0,Small Business
CUST-1668,40,Female,31653.17,Student,748,8698.29,0.2748,7248.52,0.33,0,0,0,Auto
CUST-1669,26,Female,93385.13,Employed,550,21777.41,0.2332,8139.63,0.5649,1,1,0,Debt Consolidation
CUST-1670,41,Female,51657.25,Employed,476,26996.08,0.5226,5498.1,0.8024,6,2,1,Personal
CUST-1671,42,Female,61888.8,Self-Employed,581,26067.56,0.4212,7568.36,0.6472,3,0,0,Debt Consolidation
CUST-1672,48,Male,37580.29,Self-Employed,618,12642.01,0.3364,4272.3,0.3775,2,0,0,Small Business
CUST-1673,21,Female,85052.83,Self-Employed,728,18516.0,0.2177,15254.54,0.2854,0,0,0,Debt Consolidation
CUST-1674,35,Female,40313.42,Self-Employed,536,15145.75,0.3757,6508.62,0.6213,6,0,0,Home Improvement
CUST-1675,33,Female,28068.05,Employed,579,8863.89,0.3158,3693.37,0.5838,6,3,1,Auto
CUST-1676,45,Female,61876.38,Self-Employed,704,18179.28,0.2938,15074.22,0.4474,0,0,0,Auto
CUST-1677,24,Male,39655.33,Employed,573,8914.52,0.2248,3580.07,0.3876,6,1,1,Auto
CUST-1678,35,Female,73628.57,Employed,585,18532.31,0.2517,10172.74,0.2892,0,0,0,Home Improvement
CUST-1679,45,Male,29579.79,Student,560,5312.53,0.1796,5843.75,0.4505,6,3,1,Small Business
CUST-1680,29,Female,56872.34,Employed,732,9685.36,0.1703,8757.23,0.2568,0,0,0,Auto
CUST-1681,41,Male,42994.66,Employed,605,12872.6,0.2994,8277.44,0.5047,0,0,0,Small Business
CUST-1682,30,Male,102410.31,Self-Employed,579,18638.68,0.182,10172.49,0.3712,1,0,0,Auto
CUST-1683,46,Female,44564.35,Employed,725,9879.92,0.2217,6063.75,0.2556,0,0,0,Auto
CUST-1684,50,Male,40091.15,Self-Employed,673,8840.1,0.2205,7080.98,0.4593,0,0,0,Auto
CUST-1685,52,Male,34468.88,Employed,704,6569.77,0.1906,5574.05,0.5264,0,0,0,Home Improvement
CUST-1686,46,Male,36853.48,Employed,599,16573.01,0.4497,6041.72,0.3886,0,0,0,Small Business
CUST-1687,32,Female,32380.15,Employed,538,12097.22,0.3736,6752.31,0.5711,1,0,0,Auto
CUST-1688,23,Male,119645.38,Employed,633,41217.83,0.3445,11760.76,0.421,0,0,0,Auto
CUST-1689,50,Male,72344.54,Employed,580,29379.12,0.4061,12587.98,0.6269,0,0,0,Personal
CUST-1690,32,Female,26257.85,Self-Employed,735,13349.49,0.5084,7338.91,0.3466,0,0,0,Small Business
CUST-1691,40,Male,62172.9,Employed,633,16339.04,0.2628,11814.89,0.4489,0,0,0,Debt Consolidation
CUST-1692,42,Female,89211.75,Employed,711,26977.63,0.3024,11632.86,0.5345,0,0,0,Small Business
CUST-1693,31,Female,60264.83,Self-Employed,662,15771.31,0.2617,8860.64,0.3202,0,0,0,Home Improvement
CUST-1694,54,Male,58820.24,Employed,469,21281.16,0.3618,6209.26,0.7262,2,2,1,Home Improvement
CUST-1695,40,Male,39332.07,Student,474,11292.24,0.2871,2922.01,0.672,2,0,1,Home Improvement
CUST-1696,44,Female,39837.86,Employed,571,12544.94,0.3149,6728.35,0.5555,1,0,0,Personal
CUST-1697,44,Male,76832.69,Employed,759,19738.32,0.2569,14164.72,0.207,0,0,0,Debt Consolidation
CUST-1698,40,Female,67175.12,Employed,543,23900.91,0.3558,4936.45,0.5238,1,0,0,Small Business
CUST-1699,43,Male,54074.2,Employed,694,11371.8,0.2103,8937.72,0.4917,0,0,1,Debt Consolidation
CUST-1700,34,Male,43357.84,Employed,662,9408.65,0.217,7194.4,0.3783,0,0,0,Debt Consolidation
CUST-1701,45,Female,42215.8,Employed,743,4002.06,0.0948,8917.8,0.4483,0,0,0,Debt Consolidation
CUST-1702,43,Female,75244.58,Self-Employed,718,28502.65,0.3788,18239.3,0.4879,0,0,0,Debt Consolidation
CUST-1703,53,Female,49289.62,Employed,401,19883.43,0.4034,2768.03,0.9024,1,0,0,Auto
CUST-1704,47,Female,44900.54,Employed,706,11934.56,0.2658,11541.42,0.5404,0,0,0,Home Improvement
CUST-1705,40,Female,74224.03,Employed,527,21903.51,0.2951,10197.86,0.4911,0,0,0,Home Improvement
CUST-1706,25,Male,63642.86,Self-Employed,632,24712.52,0.3883,6796.94,0.4507,0,0,0,Small Business
CUST-1707,21,Female,54891.79,Employed,688,10857.6,0.1978,6555.85,0.2799,0,0,0,Debt Consolidation
CUST-1708,46,Male,53521.57,Employed,598,11287.7,0.2109,9879.55,0.5873,0,0,0,Personal
CUST-1709,39,Female,64567.52,Self-Employed,681,23948.09,0.3709,15427.02,0.4148,1,0,0,Personal
CUST-1710,51,Female,40963.29,Student,618,5018.0,0.1225,8790.11,0.367,2,0,0,Home Improvement
CUST-1711,40,Female,31722.88,Student,696,2366.53,0.0746,5828.14,0.4089,0,0,0,Small Business
CUST-1712,47,Male,141607.48,Employed,713,28009.96,0.1978,18170.94,0.5164,0,0,0,Home Improvement
CUST-1713,26,Male,32342.18,Employed,659,3622.32,0.112,5599.84,0.4957,1,0,0,Small Business
CUST-1714,47,Female,30563.83,Employed,717,10532.3,0.3446,6821.04,0.2772,1,0,0,Auto
CUST-1715,28,Male,26699.3,Unemployed,644,12001.34,0.4495,7566.23,0.4858,2,0,0,Personal
CUST-1716,49,Male,83133.21,Employed,685,4156.66,0.05,10598.44,0.3442,1,0,0,Home Improvement
CUST-1717,33,Female,42684.48,Unemployed,731,12954.74,0.3035,5992.34,0.3501,0,0,0,Auto
CUST-1718,35,Female,52394.55,Employed,719,7026.11,0.1341,7782.15,0.2293,0,0,0,Personal
CUST-1719,29,Male,56869.04,Employed,727,9110.42,0.1602,14974.06,0.4096,0,0,0,Debt Consolidation
CUST-1720,42,Male,75141.99,Employed,658,14938.23,0.1988,11681.95,0.4864,3,0,0,Personal
CUST-1721,46,Male,44456.98,Unemployed,471,13803.89,0.3105,5102.88,0.7381,3,2,1,Home Improvement
CUST-1722,34,Female,27860.74,Employed,603,8196.63,0.2942,3922.47,0.4514,4,2,0,Home Improvement
CUST-1723,47,Female,38923.18,Student,661,8835.56,0.227,10066.24,0.4918,0,0,0,Home Improvement
CUST-1724,41,Male,39079.26,Unemployed,688,11102.42,0.2841,9910.31,0.4461,0,0,0,Auto
CUST-1725,49,Male,27634.43,Employed,663,8284.8,0.2998,4982.85,0.3122,0,0,0,Home Improvement
CUST-1726,47,Female,29622.0,Employed,650,3323.59,0.1122,3535.5,0.4619,2,0,0,Auto
CUST-1727,37,Female,43964.84,Unemployed,560,9025.98,0.2053,5657.93,0.5751,1,0,0,Personal
CUST-1728,21,Male,51477.6,Employed,613,14583.6,0.2833,8177.39,0.6381,2,2,0,Small Business
CUST-1729,36,Male,50864.97,Employed,593,15432.43,0.3034,8926.86,0.5548,1,0,0,Debt Consolidation
CUST-1730,61,Male,65481.23,Employed,626,15591.08,0.2381,9240.46,0.3578,0,0,0,Debt Consolidation
CUST-1731,33,Male,94035.46,Employed,653,21214.4,0.2256,11135.97,0.5443,0,0,0,Home Improvement
CUST-1732,47,Female,80036.52,Employed,510,24491.18,0.306,6215.3,0.4123,1,0,0,Debt Consolidation
CUST-1733,41,Male,29631.4,Unemployed,585,14620.13,0.4934,4827.76,0.716,0,0,0,Small Business
CUST-1734,38,Female,48494.16,Employed,647,10334.11,0.2131,9919.51,0.5827,0,0,0,Small Business
CUST-1735,52,Female,65293.6,Self-Employed,576,17315.86,0.2652,9896.5,0.6203,0,0,0,Debt Consolidation
CUST-1736,29,Male,78425.1,Employed,625,18845.55,0.2403,7116.23,0.5711,0,0,0,Personal
CUST-1737,56,Male,54982.7,Employed,829,3881.78,0.0706,12236.81,0.1998,0,0,0,Debt Consolidation
CUST-1738,49,Male,106976.9,Self-Employed,632,29536.32,0.2761,12793.76,0.3742,0,0,0,Auto
CUST-1739,55,Female,91367.18,Self-Employed,801,23865.11,0.2612,14484.19,0.2803,0,0,0,Personal
CUST-1740,41,Male,32943.54,Employed,497,8983.7,0.2727,6116.29,0.6231,0,0,0,Small Business
CUST-1741,34,Female,87006.25,Employed,677,34402.27,0.3954,9509.01,0.2425,0,0,0,Home Improvement
CUST-1742,32,Male,68069.23,Self-Employed,613,27016.68,0.3969,12809.24,0.375,1,0,0,Small Business
CUST-1743,36,Male,52853.45,Employed,773,15512.49,0.2935,10623.95,0.3968,0,0,0,Home Improvement
CUST-1744,60,Female,88958.26,Employed,633,29391.81,0.3304,12716.77,0.725,0,0,0,Small Business
CUST-1745,35,Male,40805.99,Self-Employed,670,18787.08,0.4604,7399.93,0.4083,0,0,1,Personal
CUST-1746,22,Female,40895.53,Employed,631,12047.82,0.2946,6558.46,0.3448,0,0,0,Home Improvement
CUST-1747,30,Male,41643.54,Student,556,7416.71,0.1781,4707.38,0.5861,6,0,0,Auto
CUST-1748,32,Male,83987.51,Employed,489,26447.67,0.3149,9409.19,0.5363,3,3,1,Debt Consolidation
CUST-1749,41,Male,80351.15,Employed,739,9152.0,0.1139,19378.91,0.2994,0,0,0,Auto
